"","X.Intercept.","lgHz"
"a04:b13",3.76909209551049,-1.696218090259
"a04:b14",3.97278809898595,-1.77357890399786
"a04:b15",3.72574692653305,-1.64053827272945
"a04:b16",3.78573080695252,-1.66168184303403
"a04:b17",3.93218848078725,-1.70646054434637
"a04:b18",3.49322156932569,-1.50011527413031
"a04:b19",3.5112603028999,-1.5407861530272
"a04:b20",3.42209332603698,-1.52499697737492
"a04:posttest",3.16001801512159,-1.19474451924063
"a04:pretest",3.31465903948157,-1.36639291027804
"a05:b01",2.72651247907,-1.11660216587013
"a05:b02",3.13308898379222,-1.31702976546409
"a05:b03",3.01436231432347,-1.29959379966068
"a05:b04",3.32690545060335,-1.42128430417598
"a05:b05",3.04159329601326,-1.31470230330591
"a05:b06",2.91846867652382,-1.27519018486757
"a05:b07",3.15965212662843,-1.35875842725958
"a05:b08",3.18897220535736,-1.34646990451573
"a05:b09",3.03786900269816,-1.24768271994868
"a05:b10",2.95887695036317,-1.20911805216937
"a05:b11",2.66936119352119,-1.12213087101598
"a05:b12",2.93026638661193,-1.26754394404594
"a05:b13",2.8584554682156,-1.24324601990958
"a05:b14",2.85783265399123,-1.23863618548447
"a05:b15",3.12792131087764,-1.33787820693082
"a05:b16",2.67202847154813,-1.12695918846168
"a05:b17",3.29156151794405,-1.40143213947602
"a05:b18",3.20605116042555,-1.36127065807997
"a05:b19",3.26955282097421,-1.3553011012298
"a05:b20",3.02367654987879,-1.2916166922197
"a05:posttest",2.64265673724998,-1.08145711505912
"a05:pretest",2.46927364717348,-1.08959119646204
"a06:b01",3.01942385925863,-1.25240586369365
"a06:b02",3.35373309571517,-1.52131191709295
"a06:b03",3.61853464978206,-1.63326084011613
"a06:b04",3.78217830175139,-1.68049605784757
"a06:b05",3.89947712465166,-1.77507741520527
"a06:b06",3.6192230851301,-1.60428213167457
"a06:b07",3.52627202794073,-1.63467578408545
"a06:b08",3.53120396070825,-1.58882816083241
"a06:b09",3.40249645886861,-1.52313516408875
"a06:b10",3.97680859558847,-1.75392668833788
"a06:b11",3.95890248196123,-1.7282018099851
"a06:b12",3.85445746316135,-1.74822395531211
"a06:b13",3.51384621611269,-1.58577186107705
"a06:b14",3.60384177619967,-1.65629111184609
"a06:b15",3.857330460546,-1.71744997657969
"a06:b16",3.67852616222769,-1.6602161109906
"a06:b17",3.65718926478762,-1.68523279930987
"a06:b18",3.8151799477121,-1.65745329390323
"a06:b19",3.99267018754715,-1.7886579205153
"a06:b20",3.43706302750393,-1.5821033914248
"a06:posttest",3.86315057334825,-1.6257752589781
"a06:pretest",3.05075461037466,-1.37751771597101
"a07:b01",3.52311296139481,-1.24931357608036
"a07:b02",3.41582485063327,-1.2248386867887
"a07:b03",3.41075474775911,-1.22279698039417
"a07:b04",3.56904060801197,-1.31460528784091
"a07:b05",3.24982672617418,-1.18171133250178
"a07:b06",3.24394468048557,-1.16203046098345
"a07:b07",3.06079317956254,-1.08730062732813
"a07:b08",3.19149455822574,-1.11670803461269
"a07:b09",3.17572901002965,-1.15448757822198
"a07:b10",3.2932291864195,-1.22459905824425
"a07:b11",3.36731219934606,-1.25815179607579
"a07:b12",3.468118321766,-1.33496671258545
"a07:b13",3.27659098942555,-1.21345075214846
"a07:b14",3.0469099142927,-1.11011020628588
"a07:b15",3.15634157405275,-1.1530638006217
"a07:b16",3.39172414539702,-1.21901359296109
"a07:b17",3.09391297460025,-1.11311737874446
"a07:b18",3.35811255063104,-1.19102673526183
"a07:b19",3.22261659653122,-1.17629053610282
"a07:b20",3.17377561139546,-1.13422641007003
"a07:posttest",2.61974646210232,-0.815713387337599
"a07:pretest",2.94774638557994,-0.908104428231339
"a08:b01",4.057126905311,-1.77168322530908
"a08:b02",3.93119684707303,-1.75075373774122
"a08:b03",4.01383514236553,-1.78485035348052
"a08:b04",4.06661017470384,-1.81090467876205
"a08:b05",4.09697197964204,-1.79518098976532
"a08:b06",3.87584458547848,-1.76152098896061
"a08:b07",4.03624555106756,-1.813900178644
"a08:b08",4.06690671032093,-1.82461883586335
"a08:b09",4.22722038262691,-1.89354616244561
"a08:b10",4.16064521651372,-1.88436543363139
"a08:b11",3.89926506471035,-1.76180858791032
"a08:b12",4.1862200613119,-1.8261628849123
"a08:b13",3.93149373646258,-1.71325345999141
"a08:b14",4.13547650697871,-1.85382240843376
"a08:b15",4.0078086077828,-1.76193816416503
"a08:b16",4.16410538202072,-1.76920374886375
"a08:b17",4.22374173295639,-1.79030664651178
"a08:b18",4.07249381217471,-1.71496097059297
"a08:b19",4.1743951837404,-1.83613722403509
"a08:b20",3.85134421168871,-1.64227607887641
"a08:posttest",4.46280305545614,-2.06195620549579
