index,cluster,subID,time,block,frontal_intercept,frontal_slope,frontal_rsquared,central_intercept,central_slope,central_rsquared,parietal_intercept,parietal_slope,parietal_rsquared,occipital_intercept,occipital_slope,occipital_rsquared
64,a03_prac_b19,a03,prac,b19,3.057608501,-1.462564337,0.947199421,4.885011693,-1.87447206,0.94036851,4.893066797,-1.922669681,0.88419852,4.505038165,-1.758337533,0.833964237
65,a03_prac_b20,a03,prac,b20,2.841464543,-1.417504542,0.950415874,4.426492887,-1.752696782,0.937644959,4.528908543,-1.830262912,0.876415399,4.170991107,-1.659103818,0.848238032
66,a03_rest_posttest,a03,rest,est,3.571573537,-1.466502164,0.85111749,5.128513954,-1.982432413,0.873859164,5.371745345,-2.051494247,0.750409298,5.08480831,-1.870588772,0.642242362
67,a04_rest_pretest,a04,rest,est,2.511819843,-1.29174745,0.778451826,3.256668623,-1.340945457,0.527610869,3.120238682,-1.262941664,0.474437662,2.265653088,-0.869213894,0.590199075
68,a04_prac_b01,a04,prac,b01,1.674208074,-0.90653205,0.713319161,3.12526518,-1.242852761,0.872080646,2.936933646,-1.198273918,0.91690848,2.080892024,-0.721470644,0.826625355
69,a04_prac_b02,a04,prac,b02,2.015565699,-1.157959161,0.82849635,3.666305695,-1.537103617,0.915871045,3.517379808,-1.512212989,0.938674525,2.581499289,-1.095703697,0.93851155
70,a04_prac_b03,a04,prac,b03,1.83171592,-1.107587851,0.858698376,3.449838907,-1.486149525,0.894956846,3.39315072,-1.508794271,0.925366963,2.561727178,-1.147861386,0.963568902
71,a04_prac_b04,a04,prac,b04,2.009605571,-1.20960996,0.833882592,3.738823282,-1.637696692,0.921732938,3.579008684,-1.597748096,0.966654517,2.590399618,-1.12852534,0.963398104
72,a04_prac_b05,a04,prac,b05,2.162458528,-1.270842574,0.874924954,3.787773746,-1.628024889,0.905280686,3.592591616,-1.605448374,0.954184882,2.687605065,-1.214887188,0.973148343
73,a04_prac_b06,a04,prac,b06,1.905827023,-1.194758413,0.863970689,3.544949046,-1.559791699,0.905807692,3.490100541,-1.574295358,0.952292025,2.755858805,-1.271108716,0.947669791
74,a04_prac_b07,a04,prac,b07,2.170101016,-1.287379196,0.894675835,3.696353346,-1.60266064,0.905951766,3.556270989,-1.57474163,0.93181311,2.724397826,-1.216592217,0.96209714
75,a04_prac_b08,a04,prac,b08,2.316730516,-1.390177592,0.917483064,3.931369485,-1.734360715,0.898728669,3.70854084,-1.677051406,0.908830002,2.960010243,-1.386053126,0.948037636
76,a04_prac_b09,a04,prac,b09,1.931053872,-1.227891247,0.87502992,3.762298478,-1.655275037,0.897956671,3.629957618,-1.647507576,0.939950828,2.73748571,-1.300489271,0.959094477
77,a04_prac_b10,a04,prac,b10,2.321728685,-1.371261498,0.918312647,3.958296216,-1.736339901,0.900412901,3.736323317,-1.683441926,0.944360203,2.688470748,-1.244393866,0.964307514
78,a04_prac_b11,a04,prac,b11,2.594569831,-1.540369251,0.942321828,4.044499629,-1.801554727,0.914157106,3.735504864,-1.697944471,0.927654591,2.734638816,-1.250558274,0.972356001
79,a04_prac_b12,a04,prac,b12,2.205613463,-1.362442806,0.938489976,3.718504431,-1.640156923,0.892697406,3.438506804,-1.566196607,0.932009196,2.501209208,-1.178544225,0.956752521
80,a04_prac_b13,a04,prac,b13,2.195749837,-1.37090341,0.893432984,3.795728397,-1.708705133,0.92782387,3.619235627,-1.648825755,0.932937763,2.672528362,-1.211364928,0.955566204
81,a04_prac_b14,a04,prac,b14,2.199349396,-1.366795926,0.943625323,4.029930275,-1.797913828,0.88973635,3.622054436,-1.679359359,0.935903854,2.638468531,-1.276019261,0.963368817
82,a04_prac_b15,a04,prac,b15,2.49817762,-1.424354537,0.932950444,3.741758923,-1.647635209,0.916748633,3.474977379,-1.576970602,0.930946457,2.569801466,-1.195515063,0.956592958
83,a04_prac_b16,a04,prac,b16,2.218074266,-1.342190874,0.862532443,3.810553539,-1.672147927,0.918976782,3.585847665,-1.591817051,0.948564675,2.704001541,-1.179165536,0.94862102
84,a04_prac_b17,a04,prac,b17,2.240193584,-1.370799207,0.935810717,3.977802234,-1.724651999,0.931521646,3.683022955,-1.651260177,0.9427796,3.024537194,-1.385456881,0.96985145
85,a04_prac_b18,a04,prac,b18,2.019202814,-1.214557884,0.857493674,3.468918376,-1.489875187,0.879873043,3.499647838,-1.567496979,0.950349851,2.697695877,-1.20133866,0.971663731
86,a04_prac_b19,a04,prac,b19,1.789877979,-1.144791487,0.876418304,3.493222635,-1.534069356,0.938977531,3.563487248,-1.603789913,0.95696416,2.839740734,-1.295849285,0.974049503
87,a04_prac_b20,a04,prac,b20,1.891477967,-1.176789694,0.871532458,3.392606646,-1.514416098,0.845574614,3.398730586,-1.552912848,0.889511014,2.759941486,-1.281241828,0.933596079
88,a04_rest_posttest,a04,rest,est,3.13210021,-1.189278587,0.784569285,3.066968794,-1.152042029,0.373415856,2.762708006,-1.093063081,0.27422421,1.714619851,-0.819606127,0.494835828
89,a05_rest_pretest,a05,rest,est,0.84269164,-0.622091779,0.691421129,2.289341381,-1.018210365,0.865729468,2.300327027,-0.97567744,0.767174579,2.237209576,-0.914093385,0.711691364
90,a05_prac_b01,a05,prac,b01,1.365044995,-0.799318559,0.851642181,2.577655886,-1.055012634,0.909318473,2.254020438,-0.881051158,0.869481995,1.972728696,-0.756805876,0.840324075
91,a05_prac_b02,a05,prac,b02,1.646590459,-0.925617396,0.871383684,3.049971222,-1.2824548,0.94692772,2.834634353,-1.16608202,0.937244213,2.334939611,-0.941186415,0.851021727
92,a05_prac_b03,a05,prac,b03,1.541542492,-0.908783958,0.897519299,2.916378138,-1.260136211,0.909135334,2.799625227,-1.176960245,0.889494926,2.35263845,-0.939782035,0.784072171
93,a05_prac_b04,a05,prac,b04,1.929592339,-1.044036081,0.928020226,3.276043497,-1.40022445,0.953723422,3.090534499,-1.303212791,0.936507955,2.22571982,-0.911900223,0.796579988
94,a05_prac_b05,a05,prac,b05,1.560177377,-0.897380522,0.83128764,2.948189589,-1.277177286,0.935002156,2.788848676,-1.187030206,0.932568821,2.185256077,-0.879412991,0.872556979
95,a05_prac_b06,a05,prac,b06,1.387072815,-0.823397742,0.830603935,2.807389504,-1.231033966,0.918420053,2.737168529,-1.192097212,0.904485905,2.213503247,-0.929557288,0.796282716
96,a05_prac_b07,a05,prac,b07,1.928533423,-1.007111342,0.861004921,3.083846825,-1.328043118,0.93621735,2.781643929,-1.188538457,0.914441769,2.092093229,-0.864962185,0.793730786
97,a05_prac_b08,a05,prac,b08,1.864539694,-0.951911843,0.850297902,3.115089482,-1.31574643,0.94657417,2.752184053,-1.138091867,0.94932396,2.093754288,-0.850280332,0.878680059
98,a05_prac_b09,a05,prac,b09,1.87542736,-0.974452069,0.850444452,2.936993954,-1.205141792,0.895330335,2.554836167,-0.999169163,0.851096036,2.23124483,-0.863300832,0.783710468
99,a05_prac_b10,a05,prac,b10,1.840839446,-0.936415479,0.752252354,2.845269357,-1.161356052,0.892753338,2.232727144,-0.869898598,0.824679088,1.94729588,-0.761752409,0.81256589
100,a05_prac_b11,a05,prac,b11,1.111138277,-0.65533828,0.753572984,2.514815483,-1.059209438,0.899135342,2.265011103,-0.936006186,0.873488787,1.866519064,-0.766593155,0.733457827
101,a05_prac_b12,a05,prac,b12,1.240240977,-0.705403581,0.658890734,2.819676112,-1.223186805,0.917004961,2.899060373,-1.245247923,0.906075433,2.438448346,-1.028316316,0.821241553
102,a05_prac_b13,a05,prac,b13,1.302739736,-0.692000118,0.609433707,2.737424156,-1.194929654,0.938834879,2.906810449,-1.255004787,0.919273693,2.608931174,-1.113575986,0.835130851
103,a05_prac_b14,a05,prac,b14,1.277958265,-0.654373877,0.547220431,2.736247203,-1.189963669,0.922666436,2.80623461,-1.22184219,0.919739869,2.47373285,-1.049966237,0.822265885
104,a05_prac_b15,a05,prac,b15,1.445773983,-0.698015348,0.592561481,3.046433497,-1.304671389,0.92963989,3.039670819,-1.295826835,0.915127006,2.595433538,-1.077096612,0.831036322
105,a05_prac_b16,a05,prac,b16,0.765737243,-0.357560211,0.144471808,2.518284282,-1.064472003,0.903205053,2.751767414,-1.16273387,0.884978496,2.485711522,-1.043085463,0.788010062
106,a05_prac_b17,a05,prac,b17,1.572615748,-0.767623251,0.7414495,3.23472889,-1.377846211,0.937636421,3.109387018,-1.320783296,0.924193526,2.24053524,-0.957336977,0.822659108
107,a05_prac_b18,a05,prac,b18,2.119770556,-0.973163662,0.812334523,3.135602399,-1.332148807,0.931675357,3.027250864,-1.270110163,0.910814117,2.569488377,-1.079357173,0.835743436
108,a05_prac_b19,a05,prac,b19,1.858130105,-0.843976128,0.724029748,3.205443605,-1.327671836,0.892579447,3.035855231,-1.26344027,0.912843317,2.45265585,-1.035956376,0.817883122
109,a05_prac_b20,a05,prac,b20,1.440429188,-0.71803459,0.592786044,2.92587387,-1.251858527,0.918843651,2.961067895,-1.229319212,0.904533658,2.637948897,-1.080547826,0.828198185
110,a05_rest_posttest,a05,rest,est,1.342640261,-0.676780605,0.731969837,2.480894227,-1.014748903,0.801806284,2.605233524,-1.004612875,0.646357369,2.6543507,-0.99385733,0.591503963
111,a06_rest_pretest,a06,rest,est,2.328053328,-1.069048061,0.941735738,2.964975858,-1.344866242,0.964179183,3.263691379,-1.517932928,0.962059349,3.387147611,-1.476132819,0.89648244
112,a06_prac_b01,a06,prac,b01,1.536133155,-0.6401142,0.775454625,2.917022387,-1.20965006,0.94177011,3.107904504,-1.369917695,0.922576112,3.186806002,-1.381010026,0.880165752
113,a06_prac_b02,a06,prac,b02,1.73581457,-0.857240543,0.882527854,3.316356274,-1.508384565,0.905680724,3.403820398,-1.582200782,0.921257395,3.368194367,-1.486899724,0.895597844
114,a06_prac_b03,a06,prac,b03,2.233824629,-1.060989258,0.930565545,3.622014338,-1.636568119,0.888502363,3.545254166,-1.645156815,0.894935489,3.478670932,-1.546291886,0.875844641
115,a06_prac_b04,a06,prac,b04,2.226662083,-1.06376146,0.915345998,3.808593859,-1.692230549,0.884257673,3.823737953,-1.732183088,0.91031688,3.567176765,-1.57461836,0.910123727
116,a06_prac_b05,a06,prac,b05,2.807198204,-1.361716362,0.941220342,3.948732122,-1.797294654,0.905112076,3.848363581,-1.768978269,0.904580688,3.589106524,-1.598214524,0.870037563
117,a06_prac_b06,a06,prac,b06,2.621897596,-1.293563277,0.932835986,3.619724495,-1.605490413,0.904146545,3.542713628,-1.595260606,0.91681286,3.480077127,-1.513893322,0.876093762
118,a06_prac_b07,a06,prac,b07,2.511130744,-1.212067265,0.962973334,3.51977599,-1.635283483,0.900994282,3.499956218,-1.655771262,0.883117819,3.535721446,-1.590366488,0.861082961
119,a06_prac_b08,a06,prac,b08,2.197602791,-1.038407282,0.908294842,3.520417647,-1.586231756,0.898311599,3.697959726,-1.696448326,0.895500457,3.648426237,-1.597866975,0.880546627
120,a06_prac_b09,a06,prac,b09,2.067334796,-0.963993628,0.934269451,3.370663031,-1.511822701,0.908938099,3.540283957,-1.622029145,0.916220009,3.589630792,-1.566848143,0.912244343
121,a06_prac_b10,a06,prac,b10,3.041469789,-1.400684018,0.961461306,4.032320994,-1.77694612,0.939464564,3.806256971,-1.694548258,0.959062558,3.623727508,-1.55061698,0.939441379
122,a06_prac_b11,a06,prac,b11,2.989750008,-1.366417397,0.920437802,4.009738943,-1.748795343,0.901857865,3.834036773,-1.700183926,0.917859546,3.505502899,-1.530548149,0.861346368
123,a06_prac_b12,a06,prac,b12,2.92506156,-1.423850407,0.947674578,3.895942169,-1.767108982,0.90443705,3.912424861,-1.79986419,0.918958137,3.718410539,-1.652836105,0.886824434
124,a06_prac_b13,a06,prac,b13,2.944534784,-1.368743306,0.952414521,3.500832997,-1.582424519,0.891330061,3.500833413,-1.613174605,0.901128198,3.346780978,-1.500246212,0.883363486
125,a06_prac_b14,a06,prac,b14,2.895781155,-1.34557518,0.973200117,3.608136049,-1.660836757,0.88963032,3.619276345,-1.695289915,0.89365195,3.603353064,-1.602482973,0.883963431
126,a06_prac_b15,a06,prac,b15,2.887511403,-1.335443192,0.933907808,3.895887432,-1.734171045,0.889386678,3.800338955,-1.716398675,0.900513763,3.609508544,-1.557957164,0.892706642
127,a06_prac_b16,a06,prac,b16,2.824102859,-1.306014732,0.958878526,3.69142987,-1.667317919,0.908977289,3.645090187,-1.68771507,0.934607686,3.429112852,-1.521193124,0.892675394
128,a06_prac_b17,a06,prac,b17,2.591775305,-1.212446132,0.95317824,3.670387779,-1.693516432,0.930662631,3.672311672,-1.727846067,0.928938728,3.452610233,-1.550224027,0.881531298
129,a06_prac_b18,a06,prac,b18,2.815499288,-1.279759399,0.915240764,3.842788796,-1.668504755,0.89509973,3.811870633,-1.674554671,0.919000054,3.733414773,-1.594788104,0.91056108
130,a06_prac_b19,a06,prac,b19,3.106120743,-1.463340129,0.933317907,4.053583263,-1.814699987,0.890339565,3.983154187,-1.809055589,0.920384454,3.615321571,-1.614618055,0.918060335
131,a06_prac_b20,a06,prac,b20,2.564179318,-1.270128268,0.95043803,3.415237086,-1.576154887,0.8967383,3.299788507,-1.549315699,0.930141571,3.288449396,-1.476335476,0.897281503
132,a06_rest_posttest,a06,rest,est,3.877912214,-1.385346994,0.930300764,3.892685398,-1.635966766,0.956280546,4.127706531,-1.790259958,0.941809996,4.16861776,-1.690119723,0.883364786
133,a07_rest_pretest,a07,rest,est,1.181349182,-0.196948074,0.025488972,2.801195991,-0.837983869,0.491045864,2.949590686,-0.894187408,0.430199669,3.09229953,-0.803823988,0.250735503
134,a07_prac_b01,a07,prac,b01,1.306731169,-0.325024082,0.370161458,3.475660108,-1.221634454,0.875643927,3.444238767,-1.293499985,0.955519826,3.120378695,-1.177104758,0.960653073
135,a07_prac_b02,a07,prac,b02,1.620427884,-0.545493259,0.652820743,3.354019068,-1.192109538,0.832465038,3.2962036,-1.24521441,0.920323357,2.96588137,-1.13018622,0.9481507
136,a07_prac_b03,a07,prac,b03,1.536672108,-0.466715154,0.520488712,3.348177417,-1.189764434,0.908251295,3.461886931,-1.308091706,0.959364982,3.167401942,-1.183190409,0.960569084
137,a07_prac_b04,a07,prac,b04,1.744697631,-0.577085747,0.630667258,3.533508377,-1.293097882,0.939607921,3.578495717,-1.378589438,0.98394963,3.192853297,-1.209021867,0.954759681
138,a07_prac_b05,a07,prac,b05,1.27220172,-0.360512727,0.277309681,3.16525959,-1.140783945,0.899683959,3.120436536,-1.199004729,0.9582987,2.768721545,-1.036809105,0.944285821
139,a07_prac_b06,a07,prac,b06,1.165928401,-0.28856239,0.178993452,3.156658048,-1.11948463,0.86479178,3.207976591,-1.222124137,0.942894556,2.980502277,-1.100469062,0.942501647
140,a07_prac_b07,a07,prac,b07,1.113879303,-0.298056905,0.328389582,2.945532469,-1.033723559,0.838475933,3.041187405,-1.155614006,0.933636288,2.79932989,-1.05031913,0.950397329
141,a07_prac_b08,a07,prac,b08,1.086370207,-0.229068873,0.090927289,3.09367593,-1.06925316,0.890013369,3.127555173,-1.168963715,0.944410342,2.757545838,-1.019669207,0.934802276
142,a07_prac_b09,a07,prac,b09,1.327149984,-0.413670063,0.361825104,3.080161556,-1.109317451,0.826739639,3.165146257,-1.22069226,0.928200913,2.919522152,-1.112928587,0.933737961
143,a07_prac_b10,a07,prac,b10,1.615488904,-0.578204335,0.656385622,3.217944589,-1.188127723,0.860537153,3.206805674,-1.243000427,0.915748304,2.96607132,-1.133425556,0.93793703
144,a07_prac_b11,a07,prac,b11,1.698742225,-0.653007355,0.749040784,3.303693266,-1.226385746,0.870107053,3.554373975,-1.374387099,0.938797327,3.348681362,-1.266103963,0.963153946
145,a07_prac_b12,a07,prac,b12,1.835568751,-0.713749323,0.835115478,3.423656672,-1.311882646,0.923426663,3.396939368,-1.335669003,0.970690859,2.997054626,-1.152357042,0.946774545
146,a07_prac_b13,a07,prac,b13,1.660384416,-0.610668577,0.733501313,3.1983057,-1.175658377,0.906730409,3.320924159,-1.262989,0.959915771,3.137168473,-1.188184933,0.936180539
147,a07_prac_b14,a07,prac,b14,1.48029179,-0.578136439,0.661962043,2.932529378,-1.057779957,0.883536579,2.902957588,-1.112304772,0.935053787,2.775403173,-1.055001247,0.896885517
148,a07_prac_b15,a07,prac,b15,1.632160101,-0.59157284,0.651822429,3.058496516,-1.107200496,0.882426542,3.020990561,-1.131947628,0.898628817,2.718897077,-0.994503836,0.835214796
149,a07_prac_b16,a07,prac,b16,1.441944984,-0.465053232,0.506215704,3.32665971,-1.185126095,0.837983402,3.412392739,-1.29486853,0.89923146,3.081529447,-1.174551778,0.948814065
150,a07_prac_b17,a07,prac,b17,1.200275407,-0.368139979,0.330281049,2.985007422,-1.062435146,0.911010249,3.210207986,-1.23219063,0.948062337,3.07120493,-1.143646796,0.913846875
151,a07_prac_b18,a07,prac,b18,1.469181644,-0.448347198,0.430266234,3.286410299,-1.154070708,0.893357206,3.34134114,-1.25035531,0.938318866,3.063459362,-1.151659083,0.940233491
152,a07_prac_b19,a07,prac,b19,1.493251238,-0.503250095,0.574902859,3.134492187,-1.134139907,0.881397569,3.081476448,-1.181548127,0.9374263,2.836616852,-1.062649847,0.914512478
153,a07_prac_b20,a07,prac,b20,1.064627981,-0.242964799,0.1130497,3.075858635,-1.087514747,0.919622929,3.275452253,-1.232913091,0.957567271,3.03260891,-1.105615832,0.915354147
154,a07_rest_posttest,a07,rest,est,2.147567312,-0.388823557,0.211106205,2.427465257,-0.728868868,0.563014868,2.719055329,-0.988070895,0.650386295,2.353422946,-0.789031284,0.311076389
155,a08_rest_pretest,a08,rest,est,2.761770154,-1.526954185,0.978137088,4.001354422,-1.952334192,0.963370367,3.453503556,-1.774772357,0.945507951,3.593438373,-1.740716383,0.939337833
156,a08_prac_b01,a08,prac,b01,3.489120581,-1.61467213,0.84432597,4.123324593,-1.798441822,0.836409596,3.614330279,-1.671290983,0.836145828,3.570768136,-1.58618672,0.88000203
157,a08_prac_b02,a08,prac,b02,3.086508253,-1.476832497,0.89646431,3.981369473,-1.772155296,0.888137983,3.521937569,-1.649065543,0.880118355,3.587009716,-1.60152865,0.896691132
158,a08_prac_b03,a08,prac,b03,3.246801201,-1.516182283,0.922885344,4.076669597,-1.811256906,0.925118461,3.694225445,-1.7082269,0.923015748,3.585463207,-1.58618671,0.909553323
159,a08_prac_b04,a08,prac,b04,3.095116356,-1.494837843,0.910067541,4.137981775,-1.840820605,0.914820265,3.734412676,-1.741350824,0.910690003,3.556187611,-1.615462811,0.919421027
160,a08_prac_b05,a08,prac,b05,3.247568845,-1.522666251,0.885156467,4.170018474,-1.824869104,0.883976287,3.825288078,-1.75305614,0.888896665,3.68334759,-1.625670934,0.92817714
161,a08_prac_b06,a08,prac,b06,3.044440687,-1.492409585,0.939828841,3.921077564,-1.782028524,0.935508065,3.499896764,-1.667840518,0.939880793,3.557819007,-1.611723053,0.941921608
162,a08_prac_b07,a08,prac,b07,3.138678637,-1.506400793,0.893163621,4.10460063,-1.843112711,0.905549722,3.690843569,-1.718482689,0.908621947,3.69285062,-1.637960884,0.933724182
163,a08_prac_b08,a08,prac,b08,3.327763774,-1.567562972,0.913125748,4.139756074,-1.855547019,0.904671703,3.655448029,-1.712658142,0.896796354,3.581356205,-1.616781096,0.90518747
164,a08_prac_b09,a08,prac,b09,3.35240333,-1.604285599,0.918777422,4.324926139,-1.934387256,0.930778291,3.744632307,-1.75135507,0.922522742,3.589344591,-1.6261255,0.929855775
165,a08_prac_b10,a08,prac,b10,3.183719596,-1.552310486,0.930581055,4.250077579,-1.922512256,0.925905101,3.717335682,-1.741736237,0.924381646,3.520242436,-1.592215548,0.92938373
166,a08_prac_b11,a08,prac,b11,3.101545619,-1.520018224,0.836045954,3.947098498,-1.783048715,0.83630066,3.525113852,-1.667461374,0.838250958,3.615680687,-1.638430405,0.872281871
167,a08_prac_b12,a08,prac,b12,3.195217171,-1.496146823,0.88094344,4.272325503,-1.860828955,0.905269337,3.792831127,-1.736832758,0.914239144,3.660467499,-1.621465488,0.913582244
168,a08_prac_b13,a08,prac,b13,3.016986113,-1.424894244,0.84379462,3.977747098,-1.731920737,0.86063543,3.554366122,-1.616629678,0.848754128,3.484800656,-1.51620346,0.873838358
169,a08_prac_b14,a08,prac,b14,3.272198228,-1.578194339,0.929835044,4.218928196,-1.888970216,0.938607677,3.86940762,-1.791693365,0.943130668,3.702905106,-1.628441142,0.92873333
170,a08_prac_b15,a08,prac,b15,3.060715587,-1.445753324,0.890477398,4.067567189,-1.786485499,0.895008876,3.703747433,-1.694745607,0.899150432,3.715424567,-1.637827597,0.924592587
171,a08_prac_b16,a08,prac,b16,3.241890366,-1.505191141,0.862838803,4.241781522,-1.799031142,0.889839176,3.748501518,-1.655189989,0.878130662,3.586810183,-1.561154227,0.90134536
172,a08_prac_b17,a08,prac,b17,3.388432676,-1.501914649,0.855303856,4.310186184,-1.823489654,0.880833223,3.910968573,-1.723383823,0.881811966,3.557430403,-1.533236452,0.903366291
173,a08_prac_b18,a08,prac,b18,2.908401973,-1.281532559,0.818806611,4.134400364,-1.738036971,0.867186521,3.801754193,-1.67318325,0.877618048,3.637194788,-1.567218233,0.917754232
174,a08_prac_b19,a08,prac,b19,3.248240398,-1.538749211,0.915357185,4.260254085,-1.8711737,0.914585522,3.83605574,-1.752395835,0.910413465,3.754436575,-1.642837171,0.916152445
175,a08_prac_b20,a08,prac,b20,2.748033223,-1.239011757,0.819611547,3.8813223,-1.653315993,0.875989232,3.420769964,-1.545146706,0.871706811,3.405751215,-1.504745892,0.91557012
176,a08_rest_posttest,a08,rest,est,3.442533783,-1.882015699,0.967359793,4.604108833,-2.122274577,0.954423293,4.654730665,-2.125763082,0.935346673,4.644874326,-2.089158509,0.930683349
177,a09_rest_pretest,a09,rest,est,3.015147668,-1.457909423,0.918505757,3.010254272,-1.288405034,0.721626701,2.723833988,-1.191521057,0.571142679,2.573913681,-1.102542561,0.579335231
178,a09_prac_b01,a09,prac,b01,3.449497611,-1.560999513,0.922323307,3.076394402,-1.316729884,0.85337363,2.771436402,-1.229700122,0.958474817,2.793692828,-1.118620924,0.97239651
179,a09_prac_b02,a09,prac,b02,3.386170666,-1.554419798,0.951978492,3.325404217,-1.415414861,0.885735283,2.956342742,-1.294143941,0.96152139,2.975336584,-1.242540461,0.984493136
180,a09_prac_b03,a09,prac,b03,3.495145264,-1.648511131,0.964403095,3.241969946,-1.413705129,0.91103604,2.810151796,-1.261583212,0.980698619,2.712624771,-1.122275425,0.977190097
181,a09_prac_b04,a09,prac,b04,3.630077047,-1.647068816,0.95746837,3.404134128,-1.477562727,0.902121288,2.987808865,-1.341092765,0.981547928,2.766288301,-1.195242769,0.958788575
182,a09_prac_b05,a09,prac,b05,3.676306596,-1.620518229,0.960434838,3.350913431,-1.430898573,0.877262919,3.024554902,-1.351737122,0.952222925,3.140759458,-1.341014402,0.980092364
183,a09_prac_b06,a09,prac,b06,4.161074322,-1.828351884,0.96665032,3.486912856,-1.493612054,0.891115938,2.963331213,-1.325445632,0.969246036,2.929835089,-1.234334179,0.967254217
184,a09_prac_b07,a09,prac,b07,4.172516639,-1.820336522,0.969895499,3.538213848,-1.494967745,0.90348604,3.106333184,-1.337647121,0.918689335,3.141791612,-1.302443671,0.97974817
185,a09_prac_b08,a09,prac,b08,4.045170944,-1.780571168,0.974095,3.536734473,-1.484394517,0.897803355,3.155624378,-1.367116115,0.937108094,3.115519895,-1.331645113,0.980183446
186,a09_prac_b09,a09,prac,b09,3.75699891,-1.63628596,0.950437349,3.33015405,-1.378635156,0.835643893,3.122922576,-1.335886325,0.890107898,3.242742576,-1.376061278,0.968414291
187,a09_prac_b10,a09,prac,b10,3.640926425,-1.644153491,0.966015147,3.067813297,-1.327212078,0.866482267,2.882232824,-1.293470054,0.954665547,3.080473303,-1.32687769,0.978366335
188,a09_prac_b11,a09,prac,b11,3.505178235,-1.639929552,0.96118144,3.311743656,-1.443040361,0.837856355,3.049312955,-1.380184471,0.935844382,3.093100941,-1.342339556,0.973193275
189,a09_prac_b12,a09,prac,b12,3.817079051,-1.69569985,0.959554384,3.633417648,-1.493443101,0.90229227,3.278301876,-1.381351611,0.951634788,3.330097272,-1.347152828,0.957971254
190,a09_prac_b13,a09,prac,b13,3.596864322,-1.66490705,0.961719582,3.482804048,-1.475098898,0.8768857,3.21681451,-1.422401835,0.959891735,3.089037402,-1.312923745,0.95997349
